Name,lat,lon
New Ocean,52.4361,13.38929
Motel Blue Süd,52.43693,13.38885
Pepito,52.4293,13.38031
My Friends,52.41022,13.40324
Restaurant International,52.42148,13.41465
Rioalba Steak House,52.414,13.3999
Il Ponte,52.42654,13.37381
Restaurant Pußta Grill,52.42654,13.37381
Meteora,52.41155,13.4025
Il Forno,52.41423,13.4008
Lamira Mexikanisches Steakhaus,52.414,13.3999
Kotti Dang,52.412705,13.395439
Mekong Deli,52.41331,13.40147
Heike's Holzkohlengrill,52.41315,13.40157
China-Haus,52.41331,13.40147
Stella Marina,52.41388,13.40189
Italo-Bistro,52.43166,13.41319
Zur Jägerklause,52.59704,13.45353
Zum Eisernen Gustav,52.60776,13.43454
Burger Savanna,52.59956,13.43216
Restaurant Syrtaki,52.59265,13.45461
Kaffeehaus Blankenburg,52.59294,13.45719
Kantine Kleine Auszeit,52.59339,13.45155
Fu Duo,52.61276,13.43067
Zum Drachen,52.61276,13.43067
Okaze Sushi,52.59997,13.43177
Eisbussi Diele Französisch Buchholz,52.6078,13.4256
67 Sixtyseven,52.59746,13.43028
Eisspatz,52.60427,13.43187
Herkules,52.6073,13.42571
Prime Kebab,52.59346,13.45305
Appartementvermietung Ebel,52.6023,13.61722
Gaststatte Landhaus Elise,52.63536,13.37734
Kochschule Schildow,52.63738,13.37581
China Perle,52.60732,13.48699
Domino's Pizza,52.60984,13.48043
Fontana di Trevi,52.61793,13.48684
Gaststätte Zwiebeltöpfchen,52.61717,13.48888
Angelos Cocktail Bar & Bistro,52.60766,13.47961
India Haus,52.61717,13.48888
Das Marchenhafte Ribhouse,52.61515,13.48472
das Rosinchen,52.61716,13.4907
La Riva,52.60134,13.51939
Lindenberger Krug,52.60134,13.51939
Da Ilja,52.61655,13.48602
Bilderstübchen,52.60766,13.47961
Zeus,52.61793,13.48684
Bistro Antalya,52.61741,13.49011
Rehwiese,52.42393,13.19847
Call A Pizza,52.43057,13.19517
Pizzeria No. 1,52.43064,13.19363
Le Petit Four Berlin,52.43032,13.19343
Restaurant Fino,52.4302,13.19476
Thai Hang Bistro,52.43064,13.19363
Adria Grill,52.42616,13.20902
Tai Pan,52.42432,13.20591
Speisewerkstatt,52.43084,13.19534
Café Tayas,52.43011,13.19569
Linh Anh,52.42686,13.21071
Easy Rider,52.432889,13.19095
Spice Club,52.43037,13.21352
Clubrestaurant am Wannsee,52.4288,13.18258
Lorettas Almhuette,52.41999,13.17589
Rasam Indian Restaurant,52.43037,13.21352
Wirthaus an der Rehwiese,52.43428,13.20349
Pikilia,52.43383,13.21128
La Foresta Incantata,52.42712,13.21777
BURGER KING,52.43431,13.19087
Spinner-Brucke,52.43333,13.19098
La Serra,52.42712,13.21777
Trattoria Sole di Sicilia,52.43429,13.19856
Wannsee Hof,52.42127,13.17879
Landhaus Söhnel,52.41999,13.17589
Trattoria del Lago,52.42127,13.17879
Paolella,52.41264,13.21243
Corsini,52.42154,13.17931
Cafe Scholz,52.43052,13.21769
Fratelli,52.511681,13.200868
Buenos Aires,52.51805,13.19755
Vinh Loc,52.51793,13.19751
Steckenpferd,52.51043,13.19961
Restaurant Stara Kuca,52.51194,13.19795
Kleines Café Spandau,52.51581,13.19711
Gaststatte G7,52.52025,13.18785
Die Kichererbse,52.52118,13.19665
Asia-Haus,52.52314,13.19809
Jan's Gelateria,52.52113,13.19338
Violett Lounge,52.52092,13.19704
Zur Traube,52.52299,13.19747
Wunderbar,52.52321,13.19861
La Amistad,52.52269,13.1966
Arriba Mexiko,52.52347,13.19782
Shawarma al Bascha,52.52347,13.19782
Sandrrella,52.52328,13.19905
KFC,52.51646,13.18477
Ketchup & Fries,52.51053,13.20846
Blauwasser Cafe Restaurant,52.5098,13.18849
Yachthafen Captain's Inn,52.509896,13.211743
Il Passetto,52.50755,13.19764
Ketchup 35,52.51053,13.20846
Nostalgija,52.50949,13.20876
La Cena,52.52197,13.19021
Ristorante Pizzeria Romana,52.52815,13.19471
Farid Grill,52.51707,13.17963
Croatia-Eck,52.52481,13.19707
Zur Sorgenpause,52.52413,13.20155
Nascha Asia Markt Thai Imbiss,52.52431,13.19767
Barfly,52.52412,13.19336
Solo Pizza,52.52441,13.19345
Pizza - Bar,52.52443,13.19724
Grill-4 You,52.5277,13.19595
Salt & Pepper,52.52481,13.19363
Shankara,52.52873,13.19498
Casino am Ziegelhof,52.52902,13.19869
Restaurant Viettonic,52.52757,13.19556
Amadeus,52.52752,13.20793
Bricks,52.52558,13.19435
Ruby's Café,52.52525,13.19502
Bandir Kebap,52.52873,13.19498
Roti,52.52902,13.19869
Feldküche,52.529,13.19616
Hafenrestaurant Blau Rot,52.50329,13.18769
Trattoria la Posta,52.50927,13.18106
Sushi Yana Spandau,52.52546,13.19716
Kö-Reloaded,52.52491,13.19648
Shawarma One Spandau,52.52461,13.19717
Zamazingo,52.52535,13.19721
Solo Pizza,52.52481,13.19363
Eiscafe Sara,52.52612,13.19636
Havelterrrassen,52.52631,13.20085
Casino der Vwg,52.50474,13.21096
Kleine Badewiese,52.48346,13.18532
Waldhaus an der Havelchaussee,52.47953,13.19808
Cappuccino,52.4893,13.18069
Hannes Cafe,52.48452,13.18155
Kapitän's Kajüte,52.48753,13.18236
Restaurant Havelwelle,52.47547,13.18243
Osteria da Francesco,52.48695,13.18232
Perfect Cook,52.49166,13.18017
"Italienisches Restaurant la Casetta, Berlin",52.47593,13.18146
Bdb Cappuccino Spandau,52.48723,13.18214
Schahjan,52.49166,13.18017
Touki Restaurant im Wirtshaus Gatow,52.48695,13.18232
Hasi's,52.42977,13.33318
Dönerwache,52.428752,13.347017
Meraline,52.43014,13.33488
Buchhandlung Friebe mit Café,52.42971,13.33292
Feng Yuan,52.43041,13.33443
Frobenstübl,52.42632,13.3351
Taverna Levkos Pyrgos,52.41659,13.33734
Dalmacija Grill,52.41569,13.34745
Marco Polo,52.42939,13.35183
Constantino,52.42162,13.33421
Johnny Sushi,52.43041,13.33443
Dal Conte,52.43165,13.33812
Marc Clement,52.42651,13.3351
Mangali,52.41689,13.33907
Basticeria im TV Preußen,52.43241,13.35384
Pview,52.43143,13.33776
Ristorante Poesia,52.41921,13.34301
Det Is Knorke Alt-Berliner Currywurst-Variationen,52.43019,13.33333
Ristorante la Fontaine,52.41671,13.33866
Pizza Planet,52.43278,13.33919
Il Pomodorino,52.41671,13.33866
Pizza Bulls,52.43278,13.33919
Friedhard S Lichterfelde,52.42813,13.32471
Ristorante Colombina,52.41336,13.36283
Mini-Pizza-Ciao,52.41336,13.36283
Uli's Bar Cafe,52.4143,13.36363
Eiscafè Europa,52.41336,13.36283
Happy Buddha,52.41377,13.3639
Sushi For You,52.42312,13.37099
Bardolino,52.43387,13.3592
Mc Curry,52.43591,13.3469
Balli Döner,52.42801,13.3269
Lio Gelato,52.42847,13.32736
Cafe Rosenduft,52.42941,13.32677
Fraeulein Juli,52.4275,13.33107
Piroschka,52.42878,13.3252
Dua do Restaurant,52.43591,13.3469
Zum Bistro,52.43427,13.35829
Bio Company,52.42747,13.32869
Dai Gemüse Kebap,52.43667,13.34565
Asian Deli,52.42925,13.32968
Mobil Point Berlin Lankwitz,52.43591,13.3469
Adria Grill,52.43386,13.34194
La Dolce Vita,52.42872,13.33024
Ahiah,52.43374,13.34171
Surf Inn,52.43672,13.34606
Ferdinand 34,52.42784,13.32842
Mia Gelateria Lichterfelde,52.42847,13.32736
Bahnhofswirtschaft,52.42941,13.32677
Kebe-Living,52.42638,13.33183
Nostos,52.42477,13.32892
Restaurant Kastanie,52.42404,13.33062
Tai-Lee,52.41317,13.35371
Zum Hufeisen,52.41212,13.34646
Agostino,52.42434,13.33086
Cantina Verde,52.41389,13.33141
Piccola Pizzeria,52.4126,13.34959
Mon Càri,52.42653,13.32676
Nammi,52.42653,13.32676
Carpe Diem,52.41156,13.34229
Gemüse Kebap - das Original,52.43476,13.34262
Bücherzimmer Café,52.43387,13.3592
Alnatura,52.4282,13.3256
H Thraka. Original Griechischen Grill,52.42872,13.33024
Yogi-Haus,52.429,13.33015
Döner Kebap Haus,52.42957,13.33109
Hansi,52.42628,13.32753
My Asia Kuche,52.42764,13.32493
Sultan,52.43571,13.34614
Pizzaliebe,52.42885,13.32793
Mac's Kebap,52.42863,13.32869
Döneria,52.43544,13.34396
Schmidts Imbiss,52.42858,13.32469
Seven Grill bei Abi,52.41433,13.36435
Pizza Max,52.42042,13.36932
Büllys Türckengrillstammplatzortohnek,52.42822,13.32703
Hauptstadt Gastronomieservice,52.40024,13.53718
Zum Bohnsdorfer Eck,52.39966,13.54615
Saigon China Imbiss,52.399766,13.542343
Siedlerkrug,52.39934,13.53923
Doppeldecker,52.39778,13.53511
Aviatik,52.39781,13.53704
Fero's Pizzeria,52.39778,13.53511
Pizzeria da Latto,52.4035,13.54229
Bistro-Varna,52.40404,13.55976
La Tettoia,52.38905,13.56811
Pizzeria Monello,52.4035,13.54229
Luise,52.45786,13.29133
Kantine im Julius-Kuhn-Institut,52.45813,13.29942
"Esskultur, Restaurant und Beduinenzelt",52.45785,13.29131
Villa Rosa,52.45864,13.30271
Esskultur,52.45585,13.29289
Asia Snack Dahlem,52.45787,13.29278
Piaggio,52.45784,13.29084
Fabecks,52.45053,13.29574
Really Good Life,52.45784,13.29084
Papillon,52.45695,13.29344
Das Cafe in der Gartenakademie,52.45606,13.29943
Eis Zeit,52.45828,13.29135
Botanischer Garten,52.45192,13.31035
Loch Ness Scottish Pub & Whisky Bar,52.44681,13.31116
Taverna Kretamos,52.44678,13.30632
Alter Krug,52.45789,13.28818
Englers Restaurant,52.45911,13.30442
Pesetas,52.44886,13.30329
La Favorita,52.44863,13.29086
Non la,52.46011,13.30945
Coffee Station,52.449588,13.285762
Hee Lam Mun,52.45994,13.31219
Cafe Kauderwelsch,52.45103,13.28802
Chirag,52.44957,13.30272
Veggie No. 1 - die Grüne Mensa,52.44694,13.28327
Ristorante Galileo,52.45292,13.28804
Tre-Stelle,52.44524,13.29345
Landhaus Botanischer Garten,52.45229,13.311127
Landhaus Botanischer Garten,52.45192,13.31035
Erdal's Feinkost,52.44852,13.30517
Cafeteria Fu Koserstraße,52.46146,13.29446
San Martin,52.44625,13.29354
Coffee Cross,52.45316,13.28652
Il Buchetto,52.4509,13.31022
Mensa Fu Pharmazie,52.4588,13.30601
Mensa Fu 2,52.45292,13.28804
Die Oesteria,52.44852,13.30517
Qwados,52.44562,13.29468
La Mira,52.44524,13.29345
Lauter Eis,52.44854,13.30639
Bestofkebap,52.45793,13.28959
Miss Wu,52.45904,13.28298
Silphion,52.44678,13.30632
Cafe Kauderwelsch,52.45425,13.28842
Reinelts Weinstube,52.44584,13.30418
Surprise,52.44522,13.30269
Kawa,52.44712,13.30609
Mundgerecht,52.46148,13.31183
Jung Bluth,52.46041,13.31734
Dokmai,52.46024,13.31755
Ristorante Matera,52.45244,13.31988
Con Co,52.45415,13.31716
Romana,52.44308,13.28553
Madloba Ethno,52.44279,13.29783
Goodies,52.45601,13.32041
Tele Pizza,52.44722,13.31504
S1 Burger,52.44327,13.29465
Sombrero,52.45565,13.31727
Eierschale Dahlem,52.46441,13.29753
Peter Pane Berlin Schloß,52.45731,13.320598
La Fattoria,52.45851,13.31695
Amar,52.45405,13.31684
Indisches Restaurant Avtaar,52.46005,13.317
M&S Gemüsekebap,52.44899,13.31564
Asaki-Sushi,52.45368,13.31693
Felino,52.45244,13.31988
Cafe Nepomuk,52.45793,13.3184
Rothenburg-Eck,52.45918,13.31949
Gonzales,52.44788,13.31562
Indian Dream,52.44625,13.31564
General Post Office,52.46117,13.31825
Nirwana,52.45415,13.31716
La Castellana,52.45565,13.31727
Marinella,52.4446,13.29171
Schweizerweine,52.44289,13.30603
Hofcafe Betzhorn,52.45765,13.27942
Merida,52.4444,13.29463
Litehouse,52.44228,13.2955
SUBWAY,52.44258,13.29385
Restaurant Brentano,52.46617,13.30949
Siam Park,52.46734,13.30837
Guo Guo Xiang,52.46734,13.30837
Coffreez,52.44327,13.29465
Nea Olympia,52.44376,13.28944
Vecchio Mulino,52.44488,13.29497
House of Mmi,52.451234,13.281803
Santa Cafe,52.46708,13.30781
Il Tramonto,52.44671,13.31501
Curryimbiss U-Bhf Breitenbachplatz,52.4669,13.3086
Kristall 2 Restaurant,52.44302,13.29701
Ham-Restaurant Dahlem,52.45943,13.28099
Maria & Josef,52.44359,13.29568
Friedls Cafe,52.44258,13.31173
Bao,52.44608,13.31565
Macedonia,52.44336,13.2952
Noasushi,52.44554,13.31571
Mahal Express,52.45742,13.32086
Madre's,52.46005,13.317
Domino's Pizza,52.51515,13.49828
Ormado Kaffeehaus,52.51023,13.50133
Don Giovanni,52.51423,13.49339
Eiscafe Winkels,52.51442,13.49506
Isy's Dönerpoint,52.51174,13.49726
Zeitentraumer,52.51393,13.49995
Balkan Bar,52.51253,13.49802
Grillhaus,52.51228,13.49197
45 Cocktailbar Lichtenberg,52.51175,13.49783
Alte Mensa,52.51289,13.49259
Kebap House,52.51235,13.49797
City Food,52.51239,13.48999
NO Name Shisha & Cocktail,52.51175,13.49783
Pizza 1889,52.51239,13.48999
Sana Klinikum Lichtenberg Kantine,52.51402,13.49643
Maximilian,52.51235,13.49797
Asia Imbiss - Asian Duc Anh,52.51208,13.49845
Cäsars Lieferservice,52.5111,13.50299
La Cafeteria,52.51532,13.4912
Selin Grill Haus,52.51471,13.49814
Pizza Uno,52.51174,13.49726
Schlemmergrill Rathke,52.51172,13.49838
Taiko Sushi,52.52326,13.48943
Cafe Vernunft,52.514601,13.486407
Zum Gyorgy,52.52297,13.48799
Cuccis,52.50945,13.49748
Lavendel Viet,52.50978,13.49837
Ursula Kierzek,52.50917,13.49798
Pizza Planet Lichtenberg,52.50557,13.50915
COCO'S,52.50869,13.49729
Zum Happen,52.50826,13.49704
Centies,52.50902,13.49795
Pizza Max,52.50775,13.49732
Asia Food Anh Minh,52.51251,13.48888
Castello Bistro,52.51319,13.48208
Il Mondo,52.51446,13.48186
Ristorante Rossini,52.51319,13.48208
Rossini IV,52.51335,13.48194
Pizzeria Ledi,52.50855,13.49721
Claire,52.52182,13.48523
Eis Kaffee,52.50792,13.49773
Salsarestaurant,52.50812,13.49696
Salsa,52.50812,13.49696
Epirus,52.52146,13.48692
Avci Döner,52.50611,13.49619
SUBWAY,52.51385,13.47547
Steak House Giovanni 1978,52.510015,13.517908
Restaurant Yuumi,52.5016,13.49091
Restaurant Jelanger Jelieber,52.50382,13.48184
"Coffee Fellows - Kaffee, Bagels, Fruhstuck",52.514048,13.475887
Madeleine und der Seemann,52.50431,13.47983
Pink Elephant,52.51488,13.47382
Duc Anh Quan,52.52674,13.48951
Domino's Pizza,52.50478,13.49563
Thanh Koch,52.52656,13.49834
Falafel Aladdin,52.51524,13.47334
Curry Piraten,52.51488,13.47382
Aastha,52.51695,13.47914
Coffee Fellows,52.51556,13.48061
An dem,52.51717,13.47979
Pizza Bistro,52.51691,13.47949
Second Bäck Meets Cookomania,52.51558,13.47311
Dong Xuan Quan Restaurant,52.527826,13.490358
Gasthaus Parkblick,52.51674,13.47825
Lang van,52.52431,13.48085
Squash-House,52.5242,13.4862
Restaurant Holi's,52.50447,13.49738
Ristorante Il Bufalo,52.50097,13.49762
Ristorante Fratelli Tre,52.510015,13.517908
Bamboo,52.51347,13.51794
Märkische Aue,52.50542,13.51455
U Bahn Quelle,52.50666,13.51259
Asia Euro Bistro Tiger,52.50716,13.51242
Restaurant Georghof,52.51137,13.47528
Heisser Wolf,52.51385,13.47547
Restaurant Reichardt's,52.51418,13.47285
Cafe im Schilf,52.50382,13.48184
Baran Grill,52.514044,13.474004
Gut Hesterberg,52.51398,13.47412
Nordsee,52.51398,13.47412
Thai Snack,52.51359,13.47363
Gaststätte zum Igel,52.51202,13.47523
Troja Grill am Mkc Center,52.51228,13.47786
Langnese Happiness Station,52.51398,13.47412
Bistro Kristall,52.51628,13.47893
Hösels Fleischerimbiss,52.52017,13.47922
Thang Long,52.51398,13.47412
Bánh Mì Patê,52.52674,13.48951
Viet Pho,52.52674,13.48951
Center Grill,52.51369,13.47271
India Spice,52.50398,13.4812
Riga's Pizza Box,52.51455,13.47411
Pizza Toscana,52.5009,13.49406
Vitale Großstadtmäuse,52.50177,13.50249
Der Natürliche Geschmack Vietnams,52.51605,13.48132
Buffet der Saison,52.51399,13.47706
Feuer & Flamme FA Klaus,52.63222,13.2981
Leimers Kunst & Kuche,52.63268,13.29232
Picadilly Cafe und Teehaus,52.63326,13.29043
Restaurant Adriatic,52.63367,13.29412
Domino's Pizza,52.62992,13.31081
Ristorante Brescia,52.63144,13.2899
Restaurant Rabennest Frohnau,52.6432,13.30048
Lua Restaurant,52.63265,13.28925
Hallo Pizza!,52.62992,13.31081
El Boyero,52.63215,13.31084
Pizzaiolo,52.63265,13.28925
Pantalone,52.63311,13.28858
Piazza Italiana,52.628751,13.311136
Kaffeehaus Zeltinger,52.63349,13.29005
Da Michelino,52.63229,13.31085
Mandagoras,52.625964,13.29158
Greenhouse California,52.63084,13.31045
King's Snack,52.6326,13.2889
Franco Faldon Speiseeis,52.632,13.28972
Cafe Malin,52.63257,13.31007
Manni Restaurant,52.64268,13.30242
Sakura Sushi-Restaurant,52.63281,13.3098
Jasnoor,52.62342,13.30233
Bocadito,52.628593,13.27726
Ristorante Landhaus am Poloplatz,52.64495,13.28834
Glienicker Kaffeehaus,52.63139,13.31735
Pegasus,52.59693,13.5573
Restaurant & Pension Lindner,52.60383,13.52413
Restaurant zum Speicher,52.63583,13.49975
Mein Quartier,52.63853,13.49044
Akcan Döner,52.63727,13.49232
Son Asia Spezialitäten,52.63505,13.49624
Bekir Akcan,52.63466,13.49582
Best Döner Haus,52.63714,13.49239
Pizza Planet,52.62593,13.49614
Fon Star,52.64327,13.50176
Schweizer Wein Kultur,52.63666,13.50496
Café Max,52.6274,13.50163
Sana Rosa,52.64327,13.50176
Kaffeehaus Madlen im Cafe Max,52.6274,13.50163
Cabslam - California Breakfast Slam,52.48324,13.44672
Eins44,52.48503,13.44012
Bar am Ufer,52.48122,13.4526
Mom's Creation,52.48891,13.45365
W Pizza,52.48683,13.43968
Venue,52.4842,13.43953
Pecados,52.48025,13.44351
Comedy Café Berlin,52.48017,13.44681
Snack Baalbaki,52.48596,13.44745
Quick Burger,52.48555,13.44825
Hatay Imbiss,52.48869,13.45398
Asia Long van,52.48003,13.44299
Madame Zucker,52.48354,13.44438
Chinapfanne und Thai Kueche,52.48003,13.44299
Classic - Finest Burger & Pizza,52.48252,13.44149
Erika & Hilde,52.48562,13.4423
Eins Kantine Neuklln,52.48503,13.44012
HOM,52.48354,13.44438
On Egin,52.48261,13.44112
Sahara Imbiss,52.48328,13.44201
Kalaja Grillhaus,52.48229,13.4407
Keleşoğlu Café,52.48223,13.44352
Kahramane Lounge,52.481783,13.452728
Cantinalou,52.48261,13.44112
Begur,52.4807,13.45191
Caffeggiando,52.48063,13.43965
Funkloch,52.48629,13.44599
Grill Haus,52.48632,13.44675
Fishtank Cafe,52.48385,13.44758
Crazy Bastar Sauce,52.48359,13.44076
Stella,52.48339,13.44116
Nah am Wasser Gebaut,52.48506,13.44509
Mmaah,52.48385,13.44758
Das Tier,52.48483,13.43766
Il Kino,52.49163,13.43303
Babu Restaurant,52.47821,13.44806
Restaurant Cafe Rix,52.47698,13.43921
Capperi,52.49099,13.43529
Restaurant Enzo,52.48129,13.43892
Dr. To's,52.48601,13.43503
Greens Cafe,52.48462,13.43808
Social Coffee,52.48346,13.43605
Tisk Speisekneipe,52.48017,13.43245
La Maison Bleue,52.49017,13.4345
Simbur Fruhstuckshaus und Burger,52.47782,13.43811
Wonder Waffel Neukolln,52.48046,13.43513
Al Hanan,52.47954,13.44399
Sorrel,52.49015,13.43392
Sauvage Paleothek,52.48987,13.43345
Rau & Herzlich,52.49322,13.43698
Babbo Bar,52.48188,13.43685
Dots,52.48649,13.4347
Prachtwerk,52.47906,13.43881
Rixbox,52.47885,13.43806
O.A.K.,52.48382,13.43215
Knodelwirtschaft,52.48666,13.43945
Chutnify,52.48987,13.43345
Hindi Indische Restaurant,52.48918,13.45141
Mae Charoen,52.47954,13.44399
Das Gift,52.48411,13.43232
Nathanja und Heinrich,52.48739,13.43683
Kalle Klein,52.48952,13.44047
Follerei,52.48752,13.43749
Pi-Love,52.48076,13.43507
City Chicken,52.48487,13.43415
Café Botanico,52.47721,13.44113
Bichou,52.48251,13.43635
Treptower Klause,52.49275,13.44517
Imren Grill,52.48206,13.43393
Jaja,52.48422,13.43316
Marin Fisch und Fleisch Restaurant,52.47723,13.45941
Asia Snack,52.49125,13.45778
San Mendoza,52.49125,13.45778
Fleischerei Uwe Proske,52.48943,13.44991
Neue Republik Reger,52.49034,13.44908
Gaststätte zur Guten Laune,52.48848,13.45432
Il Sogno,52.49058,13.44807
Ristorante Dell' Arte,52.48893,13.45156
Elsenstein,52.49226,13.4579
Bar&Pizzeria da Gelo,52.49199,13.45859
La Grappa,52.48088,13.43611
Tell-Stübchen,52.48693,13.43246
Döner Rix,52.476761,13.438554
Oz Samsun Restaurant,52.48143,13.43773
Al Pasha,52.48367,13.43658
Holy Coffee Berlin,52.4798,13.44346
Snaubar,52.48223,13.43854
Zum Fetten Finken,52.48217,13.43301
Al Zawak,52.47761,13.43875
Lupus,52.49015,13.43392
Damiana,52.4806,13.43531
Best Gemüse Kebap,52.4811,13.43429
Debeka Versichern Bausparen,52.48197,13.43669
No/Bananas,52.49054,13.43486
Tung Long,52.48294,13.43228
Agata Bar Berlin,52.48583,13.43479
Mogli,52.4806,13.43531
Pizzeria Vivo,52.48425,13.43541
Meine Kleine Eiszeit,52.48451,13.4383
Life Berlin,52.49168,13.43328
Mp3,52.512515,13.453134
Madinina,52.51326,13.45254
Spielwiese,52.51041,13.45418
Mustafa Demir's Gemuse Kebap,52.51011,13.45112
Matanga - Fusion Tapas & Cocktails,52.51076,13.44959
Chipi Chipi Bombon - Ice Cream,52.51326,13.45254
Cafe Kala,52.51189,13.45277
Akkawy,52.51042,13.45281
Muday - Athiopisches Restaurant,52.51238,13.45383
Cafe Creperie Melt,52.5121,13.45392
Saigon Dragon Restaurant,52.51236,13.45398
Cantina an der Weberwiese,52.51604,13.44007
Molly Malone's,52.51125,13.44698
Vodkabar,52.51279,13.45134
New Arirang,52.5113,13.45166
Goodies Berlin,52.51154,13.45261
LION BURGER,52.51433,13.45386
Green Garden,52.51261,13.44584
Feuer & Flamme,52.5123,13.44785
Milch & Zucker,52.51172,13.45269
Alpenwirt,52.51695,13.44007
Umspannwerk Ost,52.51825,13.43994
Hermanas,52.51374,13.4536
Maputo - Internationales Café und Bistro,52.51651,13.44331
Spud Bencer,52.51076,13.44959
Maza Lounge,52.51705,13.44755
Abgedreht,52.5157,13.45225
San Diego,52.51657,13.45214
Kiezkuche Friedrichshain,52.51867,13.45422
Bread-A-Porter,52.5157,13.45225
Prager Hopfenstube,52.51692,13.44854
Kos House,52.5169,13.44871
Pizzeria Meyman,52.51364,13.45355
Aus Liebe zum Kiez,52.51115,13.44853
Abécédaire,52.51154,13.45261
Bambus Asia Imbiss Friedrichshain,52.51283,13.45115
Rubens Arepas,52.51374,13.4536
Bistro Antalya,52.51058,13.45133
Jager & Lustig,52.51341,13.44811
Vanilla Grey,52.51042,13.45281
Fleischerei Domke,52.51039,13.4521
Hirsch Bar,52.51087,13.45034
Oase,52.51058,13.45133
Soup & Rolls,52.51028,13.45361
Espressobar la Tazza D'Oro,52.5121,13.45392
Mister Pizza,52.51028,13.45361
Ciao Bella,52.51199,13.45197
Grunburger,52.51286,13.4493
Jagerklause Berlin,52.51341,13.44811
Taverna Kreta,52.5123,13.44785
Ristorante Vira,52.51102,13.45238
Mr Tom's,52.5113,13.45166
Avci Bistro Cafe,52.51039,13.4521
Rice Rolls,52.51536,13.43988
James June Sommergarten,52.5179,13.4413
Briefmarken - Grande Vini Piccola Cucina,52.51748,13.4427
Oranke Orange,52.51754,13.44197
Gaststatte Weberwiese,52.51587,13.44532
Pretty Cafe Deli,52.51635,13.44593
Jugendclub Feuerwache,52.51627,13.44225
Bierhof Rüdersdorf,52.51169,13.44321
Briefmarken Weine,52.51748,13.4427
Pizzeria Alte Forno,52.51007,13.45195
Waterlily,52.51716,13.44634
Wilder Hase,52.51026,13.44543
Himmelpforter Spezialitäten,52.51068,13.44924
Smokers Lounge,52.51347,13.45348
James June Event,52.51769,13.44142
Trattoria Portofino,52.51233,13.4484
Salsabil,52.51215,13.45362
Sao Viet,52.51236,13.45398
Curry & Beer,52.51232,13.45211
Chop Chop Dim Sum,52.51119,13.44989
Il Grande Torino,52.51696,13.45313
Kiez Vegan,52.51101,13.45153
Asia Song Hong,52.51058,13.45133
Saaldeck Cafe & Bar,52.51745,13.44362
Co Ha,52.5133,13.4534
Asia Point,52.51779,13.45377
Gemüse Kebap & Friends,52.51393,13.45368
Galaxxy Pizzeria Restaurant,52.51236,13.45398
Il Ritrovo,52.50953,13.45829
Spatzle & Knodel,52.50885,13.46113
Alarabi,52.51038,13.4587
Neumanns,52.51034,13.45811
Schneeweiss,52.50866,13.45816
Viet Bowl,52.52319,13.45322
Curry 66,52.51142,13.45802
Barrel Weinbar Berlin,52.52175,13.44942
Ristorante Sole,52.51625,13.45642
Nieu Com,52.5165,13.46052
Lachmann's Leckere Waffeln,52.52127,13.44975
XIGON,52.52163,13.4495
Protokoll Berlin,52.51318,13.45703
Mahalo Poke Berlin,52.51074,13.45795
Habana,52.51191,13.45667
Noa Lounge 108,52.513,13.45755
Medeaterranean Trip,52.51014,13.45802
L'Osteria Berlin Mercedes Platz,52.50562,13.44174
Pijalnia Wodki I Piwa,52.50913,13.45608
Thang Long China-Bistro,52.54888,13.59676
Myamstix,52.54888,13.59676
Al Teatro - Pizza & Pasta - Kaufpark Eiche,52.54888,13.59676
Eiche Grill & Asia Bistro,52.54881,13.59287
Das Restaurant,52.54888,13.59676
BURGER KING,52.54867,13.59381
Fisch Frank,52.54177,13.6032
Domino's Pizza,52.53816,13.60287
Call A Pizza,52.53938,13.60793
La Paz,52.53772,13.60334
Dal Vino,52.53802,13.6033
Dehning Heideschlachter,52.549423,13.600044
Amaretto Tre,52.53684,13.58719
China Restaurant Hui Feng,52.54151,13.60679
Bica Billard & Cafe,52.53935,13.60329
LOTUS Buffet,52.53821,13.6041
Die Kiste,52.5361,13.60956
Syrtaki,52.53709,13.60282
Citygrill Hellersdorf,52.53967,13.60663
Helle Bistro,52.5372,13.60728
Yogi-Haus,52.5372,13.60728
De Camora,52.54213,13.60673
Sushi For You Hellersdorf,52.53933,13.60735
Cam Ly Bistro,52.53808,13.6071
Avci,52.53771,13.60505
Quynh Asia / Quynh Bubble Tea,52.53771,13.60505
Pizzeria la Rosa,52.53771,13.60505
Coconut Bar,52.53821,13.6041
Wolke sieben,52.53165,13.59114
Yoko Sushi Hellersdorf,52.53477,13.60734
Pizza Max,52.53155,13.60425
Han Han Tran Bambusstäbchen,52.55,13.57871
Chinesisches Teehaus,52.53985,13.57666
Janny's Eis,52.53162,13.60303
Stradivari,52.535,13.60812
Café E,52.53206,13.60396
Tsingtao Pavillon,52.53985,13.57666
Zur Grünen Aue,52.48689,13.56065
Ristorante Rossini,52.48784,13.56077
Hofgarten zur Seerose,52.49282,13.53402
Gaststätte Floratreff,52.478101,13.541447
Wernesgruner Bierstube,52.48643,13.52655
Cafe Trebo,52.48578,13.52701
Mia Mambo Plus,52.48328,13.52554
La Cielo,52.4842,13.52651
China-Garden,52.47969,13.53034
Steakhaus Barbecue,52.48685,13.52734
Restaurant Gundelfinger,52.4832,13.52385
Eiskaffee Familato,52.48164,13.52592
Gino,52.48287,13.52638
B‘Steck,52.48344,13.52283
India Haus,52.48897,13.52508
